tx_id,tx_hash,sender_address,receiver_address,value,fee,size,vsize,weight,scriptPubKey_hex,high_value_tx,repeat_receiver_tx,high_out_degree,low_entropy_hash,duplicate_tx_flag,fraud_probability,sender_index,receiver_index,Low_Risk,Medium_Risk,High_Risk
870d10d19379a457db15b28f6affbaf5b8b0316b8142a722ca19465830b98495,6449f2588314f8c392be204a4a72e23f3a6a19d6d385b4bea814252e9bf69cdb,tb1qgnsk5j5puc3c8kaqvqnc0k40u5h9k4csu7jmcd,tb1qgnsk5j5puc3c8kaqvqnc0k40u5h9k4csu7jmcd,0.00908216,1.99E-05,235,153,610,001444e16a4a81e62383dba0602787daafe52e5b5710,0,0,0,0,0,0,4445,4445,1,0,0
95e9feb0db5c621f37df0dd2516c0ebdde3e518f3e967f2fc929a42fae966974,d0529ac489bed969845343cf69c58fa2e98ff62d4f1a1693398db55494d1f17e,tb1p0ruegfu40t5xme5s9wyg852wsmcwr5v8lawjd0qjcqf9354u2m9sdt4776,tb1p0ruegfu40t5xme5s9wyg852wsmcwr5v8lawjd0qjcqf9354u2m9sdt4776,0.4976542,1.69E-05,205,154,616,512078f99427957ae86de6902b8883d14e86f0e1d187ff5d26bc12c01258d2bc56cb,1,0,0,0,0,0,486,486,1,0,0
5f6fc1c44ed572f6d287a0c49feee5838dca83e6214f0715892b931bae430df4,c850b6b1fe26f1b29b966cf7c2dc3d868c87925c9b8aabde88aacdde82fec4f6,tb1qhwwv7m5psz3m4t6yhetes69m7n2ux00s4x8xuc,tb1qhwwv7m5psz3m4t6yhetes69m7n2ux00s4x8xuc,0.00020698,1.77E-05,242,161,641,0014bb9ccf6e8180a3baaf44be579868bbf4d5c33df0,0,0,0,0,0,0,4625,4625,1,0,0
655d3d09d415d50071bb59d53a4e38f546b9a05ca8e2db615c9fdb16f45775f5,5b269f3c4f16c80f70043048b64b3af729efe711033a7e54b459362762c327fb,tb1qlcanqtj7pxdt2kq6qr28lcq2mmxpphupdaeh6k,tb1qzyrww07r0lq0ercad6ata9k27279xjxvyn2dlj,0.00019685,1.41E-06,222,141,561,00141106e73fc37fc0fc8f1d6ebabe96caf2bc5348cc,0,0,0,0,0,0,4942,6754,1,0,0
272f1cb62bec76da5057e6079149e81335f785b7464c7138be6799c34b3ac011,552a1a798436c7e9244eb8478357b97bd64daa86f7d0dcc90fdcdf8774d17397,tb1prhjd5e9tdxucsfllvjqvamj963kf9f83dqdjcdrznejqc7uspv6sss7ujk,tb1qhvn4mh4234pgg3aput4aqkt826r0h3wj9s0l0t,2.09E-05,1.83E-05,354,183,729,0014bb275ddeaa8d428447a1e2ebd059675686fbc5d2,0,0,0,0,0,0,1885,4620,1,0,0
88432a956a5bdfb5db65640c315b91d1ccca32bc3598db1bc02ff0d3c640aa11,f50798c3c4e11eb52e17838b8514ab34e38185ed68e75d9539b1a053e048620d,tb1pg0lrn8xcsh5kvapy7ly54q97lx0hyng3uvsy3krryggqv4kea44se286wc,tb1pg0lrn8xcsh5kvapy7ly54q97lx0hyng3uvsy3krryggqv4kea44se286wc,1.99754902,2.00E-05,205,154,616,512043fe399cd885e9667424f7c94a80bef99f724d11e32048d86322100656d9ed6b,1,0,0,0,0,0,1295,1295,1,0,0
8e86a9dac55e9cb7ef7f901cc38a906228e20e03ec56eec55d2e7be54fa7112b,78c921051d64457dd58b57ff29bc3cd27f966971965a3500324a97a34ab003eb,tb1prwvcl3jyksql8zzmhun2n5lyuud82vsg484r23s0s3wgkj5ekg4qqvmcf7,tb1prwvcl3jyksql8zzmhun2n5lyuud82vsg484r23s0s3wgkj5ekg4qqvmcf7,0.09963296,2.00E-05,205,154,616,51201b998fc644b401f3885bbf26a9d3e4e71a753208a9ea35460f845c8b4a99b22a,0,0,0,0,0,0,1920,1920,1,0,0
a6d256753e41e4e3af8d9e5b2612aeec57682d8a928bf4dc1c5b5ab947667530,04767d75562a38bcd65fe8a9a1f7f2de01e3416a30dfecff1442d7ba318d1bd9,tb1pg7ssyz6a7u2hj2v3xuwjx6mpturj3ghtqylct00hu2r4r8v8n37sjtwpmg,tb1pg7ssyz6a7u2hj2v3xuwjx6mpturj3ghtqylct00hu2r4r8v8n37sjtwpmg,1.99674807,2.00E-05,205,154,616,512047a1020b5df715792991371d236b615f0728a2eb013f85bdf7e287519d879c7d,1,0,0,0,0,0,1313,1313,0,0,1
544ac3c94a58d7f264eeab345780fb34819cb97fd13b38e8e4969d5340878341,e523cea797c02ec38b233879f5fbacaf63e2a62db48d5baf4d025bae06db9c11,tb1q5z3lryz88weaxe4qhwhn0z9xmgglsfkjmx3afm,tb1q53fwu4ymdfy9dnkfyun3yw5tdyr558ktr3d7yc,0.02,0.00010998,222,141,561,0014a452ee549b6a4856cec92727123a8b69074a1ecb,0,0,0,0,1,0,3045,2919,1,0,0
a8d62fc0deba7cc9e42f609c74dedcd78d3b74af4f8a97bed0957ece314d2a98,dcdc11afba429c59656bdf79844efef7727ff896d854281ddf1fcc2135c887c8,tb1qmaktuhs5agn34w9399v02077m2ecxk2fk6n7re,tb1qmaktuhs5agn34w9399v02077m2ecxk2fk6n7re,0.00102084,1.84E-05,234,153,609,0014df6cbe5e14ea271ab8b12958f53fdedab3835949,0,0,0,0,0,0,5081,5081,0,0,1
909595b6a154ee7b877b634280a8261ae8b0213a408977946fbf856be848ac99,12a353f70b29d93e895ee6e97aa97f9c77254549550799c76f77eb12dbb54082,tb1qaneapva0gxas7cd8xy42y4fysmkm6l6ns9qyk2|tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,0.01276738,1.70E-05,458,295,1178,001466f969e9573ecd43e87b8d1b062da5956565f533,0,1,1,0,0,1,3734,6173,1,0,0
f19fdfe5d1c95db841a1035175cdfd98db5c8bf96ec3987e61d34ba7ec79ec24,e4092a109fd536423c22aab94f8229a5b2331549ae12298293d83613c0a53680,tb1q43evtg84t59yw40zxgqwsurfrzmxpkv68vdmqd,tb1q43evtg84t59yw40zxgqwsurfrzmxpkv68vdmqd,0.00065234,2.31E-06,313,231,922,0014ac72c5a0f55d0a4755e23200e8706918b660d99a,0,0,0,1,0,0,2792,2792,1,0,0
bdccee051715878d0c9cbca8346f3d5a1d924fd18644e98cf393f0a69e6f79ab,fdb5e45bfd6895e98a95266b77581b8c926cab2f2478fa73ff0e67bdde04e35e,tb1qpjdadywt4hzy96wmletl0lsa5759m3crradlmr,tb1qdmv4fderd6vyr36adflr958acvuvgvue54mas3,0.0003,9.97E-05,371,209,833,00146ed954b7236e9841c75d6a7e32d0fdc338c43399,0,0,0,0,0,0,5385,4021,1,0,0
f210afab4cff0ed7d445e0050b181d421913cfeb20bb98097af349abceeb37cf,74df794931d0ce4f209b6bc04b674f640820701bd76f4030a75d58fe4033c9be,tb1pmsx9ske7sechjgr5z50ur5evd0cua0m0mzxd5dvgjx4ud02al07qlh98pz,tb1pugv7s77zqeyfdk5awd6zqfmkcn2z3vgn0cs3vtpksxgrv3jfdxtqwt0wj4,7.77988413,3.03E-06,353,302,1208,5120e219e87bc2064896da9d7374202776c4d428b1137e21162c3681903646496996,1,0,0,0,0,0,1627,2068,1,0,0
630f43cb3203a66d7821d3f2cbc5c9a750f73eff5804d5867fa1e699762183fb,84bdfeca9a3db2feb5ffd75f0febc77e6dc758ce03c5d4edc5176f912c26766a,tb1p3dr4yp07m4ltttlr0fqn3g30w6r2d67w20d9ffy8hu8wlmdq6q8qfwr2jq,tb1p3dr4yp07m4ltttlr0fqn3g30w6r2d67w20d9ffy8hu8wlmdq6q8qfwr2jq,0.99371259,1.69E-05,205,154,616,51208b475205fedd7eb5afe37a4138a22f7686a6ebce53da54a487bf0eefeda0d00e,1,1,1,0,0,1,585,585,0,0,1
454ccc52eb9b0caa62df3256128cd578bf15ba052fdca6107a6881ec7d6d087d,00a9eda68f840f4342ccb575502c76012a6b86dacffa2f5f87fdbe611839bace,tb1qtd3c685wdvccl22hjzk9rchf4nxfycwckl6f0s,tb1qtd3c685wdvccl22hjzk9rchf4nxfycwckl6f0s,0.01961216,7.65E-05,234,153,609,00145b638d1e8e6b318fa95790ac51e2e9accc9261d8,0,1,1,0,0,1,5889,5889,1,0,0
07ff5a33c71d4924c389834fa667ffd3f7967edb5cead8818b49518ee0fe4e90,8481c4101a513c0925de523c21b4cb27f84d233e315679f46a033d447e6c5ca3,tb1qwd4vvpf90kh57s4mzy2wp4fjyufztavpwsj6zm,tb1qwd4vvpf90kh57s4mzy2wp4fjyufztavpwsj6zm,8.64E-05,2.31E-06,313,231,922,0014736ac605257daf4f42bb1114e0d532271225f581,0,0,0,0,0,0,6258,6258,1,0,0
34cb0194add71ba029b02c25e032f50152bc1705da435d540ca65e803ba008c4,68a07a4ae89af098d60615d865661733f8b52397dcabb59dc9d9bbf54e613bcf,tb1qdghemwq3pptq7kcxagvpjex7vnk54ufqaesfks,tb1qdghemwq3pptq7kcxagvpjex7vnk54ufqaesfks,0.00659207,1.00E-05,235,153,610,00146a2f9db81108560f5b06ea181964de64ed4af120,0,0,0,0,0,0,3993,3993,1,0,0
d3d2d8f2db94525ed2c88d6128e3c84912ec0611473d55510cc82020edd347ac,2f56d29af7ebb637fd17b43b16fa7d9c63ae46a15f2b6f857e5e63883c69797f,tb1pscjvpjp432nwg37evypk6qs0cy7c7mwd0h6a9xwlflc5wn6duglsg7hmgv,tb1pscjvpjp432nwg37evypk6qs0cy7c7mwd0h6a9xwlflc5wn6duglsg7hmgv,0.07597849,3.08E-05,205,154,616,51208624c0c8358aa6e447d961036d020fc13d8f6dcd7df5d299df4ff1474f4de23f,0,0,0,0,0,0,1945,1945,0,1,0
40ecd6a13d4e94464f4c5e7dc37728ec9355fd997591f8e25c87a8bee6ace196,d96099d07da53d9d252dd934ee9cef3b1ba6b436ac5d5db42ba665d97fca8144,tb1qaneapva0gxas7cd8xy42y4fysmkm6l6ns9qyk2|tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,0.01244738,1.70E-05,458,295,1178,001466f969e9573ecd43e87b8d1b062da5956565f533,0,1,1,0,0,1,3734,6173,1,0,0
c0c78bbae661820bcade9f914d736ede2e2109118f3f56f0448efb303eaa7971,1d1ad222ddbf5c23a24b261e6b20b85f96f213cb41bf1ed08ec979371647339c,tb1pwc5tjpt3usm9wj3u6h20er880mckd9p0meagqhdfpwufcavq2mes34phxh,tb1pwc5tjpt3usm9wj3u6h20er880mckd9p0meagqhdfpwufcavq2mes34phxh,0.98063716,3.08E-05,205,154,616,51207628b90571e436574a3cd5d4fc8ce77ef166942fde7a805da90bb89c758056f3,1,0,0,0,0,0,2174,2174,1,0,0
32a57369fbb335c667d4348a2ff6a9324afe5b0ad73c2e12f4ca38de6a7413fc,10935c930f6502abc17740dddd29717510c8e8bb00ada4daa12df21152b85163,tb1q0yn0tk6e3k4s86skd2senfmd9ssmt50jmrk59f,tb1qp5l2l354xjukp9qsq0pv2wxklnf3zlqlcsy5v9,0.00013289,1.41E-06,222,141,561,00140d3eafc69534b960941003c2c538d6fcd3117c1f,0,0,0,0,0,0,2494,5331,1,0,0
ca72b6a678ae4d33cd1577c7b2e8b4645da03220483b84ca189e7637f3b426d1,fbad7eadee38e10642439396826f76f2567822ae703279165b0f5cf403c7931c,tb1qcr4fel3fwcgtsn9dsx7ekhrw80tszmdl5ym72d,tb1qcr4fel3fwcgtsn9dsx7ekhrw80tszmdl5ym72d,0.01957476,7.65E-05,234,153,609,0014c0ea9cfe297610b84cad81bd9b5c6e3bd7016dbf,0,1,1,0,0,1,3911,3911,0,1,0
14a0e0b467f7758ca0015b0a62e415f6f510f2ea99ba7530348a7dea62e1a603,0dd34129cab4325f549c6b2e915059e5d4a4414989a7960edc7784a8cdf5d5bf,tb1qysw7qdjzd9l94ynunkl3y8smffe3r0hyhavggv,tb1qysw7qdjzd9l94ynunkl3y8smffe3r0hyhavggv,0.00398984,1.68E-05,235,153,610,0014241de03642697e5a927c9dbf121e1b4a7311bee4,0,0,0,0,0,0,6600,6600,1,0,0
93f4f3f7c4be64c02d28ff4f8f457c4d9993a874cef5eb856d8ac0cc818397ee,a17278787a1c40711e84f95fe957fa4b0328c30059031d288914afb9cdf890e8,tb1pg39ezjseua856fwx29ssyyk28vqc4s2h5xlz09mp397kxnxvrljsq62k3k,tb1pg39ezjseua856fwx29ssyyk28vqc4s2h5xlz09mp397kxnxvrljsq62k3k,3.15E-05,1.85E-05,205,154,616,5120444b914a19e74f4d25c651610212ca3b018ac157a1be279761897d634ccc1fe5,0,0,0,0,0,0,1302,1302,1,0,0
3871197aff9c4be15041f6f27a5b72bf13a559930173a88ca5941b7db69d692d,631ab8998475638088d6ff1e5bc01aa04945579c6ed3de8835335a998da06097,tb1qaneapva0gxas7cd8xy42y4fysmkm6l6ns9qyk2|tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,0.01283138,1.70E-05,457,295,1177,001466f969e9573ecd43e87b8d1b062da5956565f533,0,1,1,0,0,1,3734,6173,0,0,1
a25dc6a89c2bef4e072379ab5a6c06c971f774759a7afdcf3996fe97159eec6d,4f6215939f9b15a5c80ac7630688f809caefcdfc62b270988eb2dc0acf0f0f76,tb1p9vq5p6m27gxrwye7l7397rxel8kwzdslerv55p3wcx62e2tns4wqpe4fpn,tb1p9vq5p6m27gxrwye7l7397rxel8kwzdslerv55p3wcx62e2tns4wqpe4fpn,0.07168834,2.00E-05,205,154,616,51202b0140eb6af20c37133effa25f0cd9f9ece1361fc8d94a062ec1b4aca973855c,0,1,1,0,0,1,1012,1012,0,0,1
60e27609e204695bcf7105126dc3e5b66dd58d85b7aaf9d7ddcc0170bfd94b33,5223cf9248812590082bd4ec176e11e98ca2dc53a4b5923a971d4c06db5db0a2,tb1qm6juaswhsmdl4w4ezj7lqx5c6xdz7ct99weumg,tb1qyuhxuclqptqd2s0xzz5fslew4ewpht7ppdffyd,0.66907888,1.83E-05,222,141,561,0014272e6e63e00ac0d541e610a8987f2eae5c1bafc1,1,0,1,0,0,1,5058,6604,0,0,1
1764de980b557befce909978f5637224ff46123a97db92fc3aedb34dea493ef9,2812f8c95a792c75cf8309753082cde5ac3992de006459218a1a9eeb39ec2ff9,tb1q8knud36ygz4e33up2qmy8n7433m9ex6tc54xwt,tb1qa33cus6ay3mtd5jwtrpwzz36gyx32khzy4k34u,0.0001,1.93E-05,243,161,642,0014ec638e435d2476b6d24e58c2e10a3a410d155ae2,0,0,0,0,0,0,3405,3651,0,0,1
0e4f5af14da16dfaf8e3f1e018cc034c2a4209d346b7fb90edb4ad64acba47bc,b6b47da4f602eed6859de028993125b09b23ea2154397a389cd67f7967049a0e,tb1q48mec9sk2ee7enedqdv89ae7mnmytd8mtwhhkj,tb1q48mec9sk2ee7enedqdv89ae7mnmytd8mtwhhkj,0.009705,2.30E-05,235,153,610,0014a9f79c16165673eccf2d035872f73edcf645b4fb,0,0,0,0,0,0,2805,2805,0,0,1
f73b038a16610e81373392298f9be80a316f6ec2830e742a6d1de522e8b615ba,3a793096580176385dda850430fccb6b0a3641f0806deb96be1e40c57b728f8c,tb1q007mpvkz8mfwsshxerqfj0ts4j8qfrdnttvrtt,2MsmxWCeEUZwkt4n2nGsJAg7vfsG1XJi2jo,0.00011455,1.93E-05,224,143,569,a91405cff8224be97dd4d52f0ef5c315304f76e9fa6787,0,0,0,0,0,0,2373,6,1,0,0
469b36e36e299392978a6906974904deeefb6f84036f5d6296504387da4ff5c1,d6ce30ba99574e8309dbfe650fd4ae87ffc33d3c598f33a6b7c40af8ac057f57,tb1qhpd5ml25jthwt269ugqq9rw5q30jzqm748232g,2N3hczxWcb34xbthJZm3XeTCyuntbUgzzdj,0.00110147,0.000143,224,143,569,a91472af482fa62c085b76b5646c875e8a9a6d696ee287,0,0,0,0,0,0,4586,147,0,0,1
b0c0d84c7dd5d43d2d5e72aade93268822fddb8476e6189cfe3b0779b8688b18,02c21bebdda637f6527a3414e47c915dd4b809068c20cee2b83477a9d1589136,tb1qch32qz889kysnnygenvkde2n07h9r349tala2d,tb1qkj8tq0nrxycxrprhh3sx6hgnjnqcsg6kxukjg7,0.00013228,1.41E-06,222,141,561,0014b48eb03e633130618477bc606d5d1394c1882356,0,0,0,0,0,0,3869,4841,0,0,1
e65732a677f6a3a4f386e3342b598cd3bec699821419227da1046189937cee32,11884f5204a2e82d862ee1976d92b0da409fd384b6fc177170f3ef814d5c48f9,tb1qyn03vs8s58lajavteypwexw4kg70k589pm7e07,tb1qyn03vs8s58lajavteypwexw4kg70k589pm7e07,0.03573674,2.75E-05,234,153,609,001424df1640f0a1ffd9758bc902ec99d5b23cfb50e5,0,0,0,0,0,0,6579,6579,0,0,1
f5e3762b86bf512f5744a5b16dae9ab367bddd465b981a31f230c7d29269fe9d,e79a9fc75ddd594b89912d3cef6ea42c67db7deeaed8a6e12c36af8e3eaef397,tb1pzhxjxkd8epsj0uf0ezjfuqxnnew3a5f7r0qlrvysta6s78x7ytlqx8skl7,tb1pzhxjxkd8epsj0uf0ezjfuqxnnew3a5f7r0qlrvysta6s78x7ytlqx8skl7,0.00201944,2.00E-05,205,154,616,512015cd2359a7c86127f12fc8a49e00d39e5d1ed13e1bc1f1b0905f750f1cde22fe,0,1,1,0,0,1,2344,2344,1,0,0
c0fad67711115c029dba99047acc8947a1870e243c6477c52d8322ec35ed0f7c,67c2710bd162364c7a133d49806de7c5af4ad8b0d662d5adeb0862d468d90708,tb1ppk345p5cl8nynljajfshghktelcatz4xfng5lwhjg2djjlswef3shq2ys9,tb1ppk345p5cl8nynljajfshghktelcatz4xfng5lwhjg2djjlswef3shq2ys9,0.09995284,1.56E-05,193,142,568,51200da35a0698f9e649fe5d9261745ecbcff1d58aa64cd14fbaf2429b297e0eca63,0,0,0,0,0,0,1749,1749,0,0,1
8abc9aed2e50ab201b31f6df84b0b2c8ae69e08da74578dcfd11514fb1e865ff,4c5a7d70161836a5e584f5f81ec791f42a48635c696c0f31b275478c5c77e750,tb1px3w6t2dje5j489cfjhqqzuyz5nqny355pu8kxv4dlqamgavj5jwq3ls8tf,tb1px3w6t2dje5j489cfjhqqzuyz5nqny355pu8kxv4dlqamgavj5jwq3ls8tf,0.07213382,3.08E-05,205,154,616,5120345da5a9b2cd2553970995c0017082a4c13246940f0f6332adf83bb47592a49c,0,0,0,0,0,0,2215,2215,1,0,0
af858b8adb5980398e8e225975b788b6564efd7c5e8c35b460042f8af4814f56,94a75cfbdf6974ff6d3195f1e745cc055ff172c0cd50df11343b6eee5e5a8dd6,tb1pwgnshuldmtawjkmhgdag87a9cqevjheps5qjqnrlzu5l8qadc7kqvge5j0,tb1q87g57gz33cncj98ts2skwcr7m88qaeq6s44e3t,0.00017661,2.03E-05,193,142,568,00143f914f20518e278914eb82a167607ed9ce0ee41a,0,0,0,0,0,0,2184,3359,1,0,0
363c63f212e8bf9373f8f5f5394d791c644110691050c6ac5a2941474710b426,8e384332d7b9a0bdd0f334f1f1c473d8c0bdb9daa5fa771cd5e444fc3e6cc02e,tb1psglgfw5l0enlqfk3wvwp558s9d3ad57a6ehjt8yclr5ewwc5r3ssxxyeqw,tb1psglgfw5l0enlqfk3wvwp558s9d3ad57a6ehjt8yclr5ewwc5r3ssxxyeqw,0.09277353,1.69E-05,205,154,616,5120823e84ba9f7e67f026d1731c1a50f02b63d6d3ddd66f259c98f8e9973b141c61,0,1,1,0,0,1,1952,1952,1,0,0
a49860d72ddcb044f1736bfe7c1ae97900a21a2c636e55ba99e32226d37b8bf2,b018270e32386607ae012b522e5e92068a4f219147e061496453a2110dfd61f8,tb1q3h6g58caept6jhltn6kvn2lt85vpeggfx6qhju,tb1pngv28rsnnx5lnj0q5fpjs8wlkgk0c6vtnn76fcw6kgjteyt4rnqs320w6p,6.67452833,7.09E-06,790,709,2833,51209a18a38e1399a9f9c9e0a243281ddfb22cfc698b9cfda4e1dab224bc91751cc1,1,0,0,0,0,0,2708,1681,1,0,0
ba4d11b78c66a6b3378ac3cf72d704db16734d5f6e2c122b5a79ce279f58e6a1,cef6699961cd5bb30ae56837a11c98cb2ce485266a78052c2075262c20bd5dfd,tb1q78qqr3hccmfg3t2ym9takeezdhn0c9prvkzrt2,tb1q78qqr3hccmfg3t2ym9takeezdhn0c9prvkzrt2,0.01372088,0.0001071,234,153,609,0014f1c001c6f8c6d288ad44d957db67226de6fc1423,0,0,0,0,0,0,3232,3232,1,0,0
218c98a59dbaf521ec05c765b0624f4871d542095c65ddfdcbe27b518147dc37,36ff37345cfba935293cce2bfc5b4aef69bf13728d4358c6b23066720e71fd43,tb1qmd7922xs9gr0x4kldn0ad36mr574hf6gqaejx8,tb1qmd7922xs9gr0x4kldn0ad36mr574hf6gqaejx8,1.40119491,4.59E-05,233,152,608,0014db7c5528d02a06f356df6cdfd6c75b1d3d5ba748,1,1,1,0,0,1,5091,5091,1,0,0
509aae10ce61f7a0441b7b47ad1bc566da2dd32fc6efb45a2b7b3c3ee2268774,799e5206ab40b99e31746f6ac8a01d1402b717ab5f0bb929b38c00f6e2a0c670,tb1qdv094vn0rxclg2m89r8dwyujqsqe37qt6g8nef,tb1qd9qtd32ddz3u3wnudu5knvvf8cwvvz80p93fh9,1.99E-05,1.41E-06,222,141,561,00146940b6c54d68a3c8ba7c6f2969b1893e1cc608ef,0,0,0,0,0,0,4045,3977,1,0,0
a2075cfe21918249f31bad4469c486eea973fba8e4eb82346b268181184f8861,019a37e5c2d40c6a20d634af718d8a2c66539896c7953b564678cace175a5c9a,tb1p23s4gggt6tc0u4f9aqgp67gsv9y5faha5khf8dqg6yl6kkd9ajpqcuttk7,tb1p23s4gggt6tc0u4f9aqgp67gsv9y5faha5khf8dqg6yl6kkd9ajpqcuttk7,3.22053831,5.39E-05,205,154,616,5120546154210bd2f0fe5525e8101d7910614944f6fda5ae93b408d13fab59a5ec82,1,0,0,0,0,0,509,509,0,0,1
1b5a1f53b49b4b0c22274a7ad294635d0af405986c8de33bea1fc246120f3b13,f30eda901223c6c2c6c4efa6253e5929d178059fab63c9f07e2ed14a51f1ef93,tb1pyw030k36dldy22tqwlrulqussetv60x90ww93hlen8ussqt7rdsqhcvhjq,tb1pyw030k36dldy22tqwlrulqussetv60x90ww93hlen8ussqt7rdsqhcvhjq,3.75E-05,1.56E-05,193,142,568,5120239f17da3a6fda45296077c7cf83908656cd3cc57b9c58dff999f908017e1b60,0,0,0,0,0,0,2311,2311,0,0,1
b8e27a41c2fc6c2885f7b81c010c36af56fe993f5bd177bbbd4816b01d59de21,1a79cfb5d51b5d88f74a1feec59ca90347c6ccd87806c33e79ce04e290fcfab0,tb1q3qwfcu2w4drmjktwl8wrc80fxnvhu0hkjnqmhx,tb1q3qwfcu2w4drmjktwl8wrc80fxnvhu0hkjnqmhx,0.03828244,2.60E-05,235,153,610,0014881c9c714eab47b9596ef9dc3c1de934d97e3ef6,0,0,0,0,0,0,2744,2744,1,0,0
9878c38c2fa07cd9f576233ac9da93dd327c5e283da275ee169375913bfbcbae,1394f295384824e60b6cd6f3318b78095df4e6c63847c49d3611c3a4811ad19e,tb1qaneapva0gxas7cd8xy42y4fysmkm6l6ns9qyk2|tb1qvmukn62h8mx586rm35dsvtd9j4jktafn9hudjs,tb1qaneapva0gxas7cd8xy42y4fysmkm6l6ns9qyk2,0.00163103,1.70E-05,457,295,1177,0014ecf3d0b3af41bb0f61a7312aa2552486edbd7f53,0,1,1,0,0,1,3734,3733,1,0,0
230765a1c3382cd55f815fa7a6fa90745fc082a9cd215559b7031f7b5b43bb90,4150038e6afa4c1eaadfadf8bb4733f402d3859bc4ae651c6c94197c055c3741,tb1qvhfd0xcze6x0qgks0y8p7ujzj7wlq7kge0wu92,tb1qvhfd0xcze6x0qgks0y8p7ujzj7wlq7kge0wu92,0.03657889,1.68E-05,235,153,610,001465d2d79b02ce8cf022d0790e1f7242979df07ac8,0,0,0,0,0,0,6157,6157,0,0,1
afd6045bb545cf0ea98bed7bb0860fe91ed0afa827ae53f2522cb2907dbca072,0e22e12c2a1eeba648fd09591484d57c1299115de415b5612d231180ba2f2d7b,tb1p07xwv3u90ggmzymd5hp0427anuhzw5stu5z8q0r9s9p84w0h36tsd6g55t,tb1p07xwv3u90ggmzymd5hp0427anuhzw5stu5z8q0r9s9p84w0h36tsd6g55t,5.2409937,2.16E-05,205,154,616,51207f8ce647857a11b1136da5c2faabdd9f2e27520be504703c6581427ab9f78e97,1,1,1,0,0,1,454,454,1,0,0
3487851fa9d833e1211e00d2d1e965fd8499e1915d222061f77e488330344559,554eaa924da43a36cdb712d66a45a6171e787dde7e850e85207f884c0cea50b9,tb1p7ncck66wthnjl2clcry46f2uxjcn8naw95e6r8ag0x9zremx00lqmpzpkk,tb1p7ncck66wthnjl2clcry46f2uxjcn8naw95e6r8ag0x9zremx00lqmpzpkk,4.99829233,2.69E-05,205,154,616,5120f4f18b6b4e5de72fab1fc0c95d255c34b133cfae2d33a19fa8798a21e7667bfe,1,0,1,0,0,1,853,853,1,0,0
a2bb505330e53a2bacb4f3cd72bc15c7df4142df235438aa2f45f6e063e19e8d,3cb8c5e8a226f22a6ef1d2b1ff921470b96377c88a0699e94661d3f01a53e508,tb1p5vglcj0j8kf4tjvfqdlgjkvc6rv252smfzeg35hj9x370kq2g9jqs7rkvy,tb1p5vglcj0j8kf4tjvfqdlgjkvc6rv252smfzeg35hj9x370kq2g9jqs7rkvy,4.97860401,1.69E-05,205,154,616,5120a311fc49f23d9355c989037e895998d0d8aa2a1b48b288d2f229a3e7d80a4164,1,0,0,0,0,0,735,735,0,0,1
0f42be114254c718bb16be327239b10b32e02dbb2e438b58067d2795dbde02a8,385c7542ae97b9fa41ac97e83cfd81c2f118f7c63321405b659226a3a5e7b67e,tb1qgcjfz4pgey39py9xm5cn0ymlkddpe2pustejra,tb1qwd4vvpf90kh57s4mzy2wp4fjyufztavpwsj6zm,0.00109873,0.000141,222,141,561,0014736ac605257daf4f42bb1114e0d532271225f581,0,0,0,0,0,0,4396,6258,0,0,1
7a5093100ea9d148b052d1577b92d274cae583984118e943bbef8537ab56cc02,96054ecb5620a07eab2f0264e29f95bd062f000d846bb1ff087fbb8917164831,2NDnYoghwFP6dhJsf8bpqT5bAXRm6Tto8HC,tb1qq5ejhzk7tdwd9ne024r7ym8tej886wrza5nw0j,0.00056335,0.000164,245,164,653,001405332b8ade5b5cd2cf2f5547e26cebcc8e7d3862,0,0,0,0,0,0,295,5471,1,0,0
a7e11bf903c12cce2738b595b6a8b6f73e8da0968ab76a5514bddc964b466c28,9305fe2c22c1ee7f5cc9af8f0dda2ac6130cce7746dab5b597a97e4854d8c533,tb1p749azls2hc4qc4g8mxl87ldpp0vlr2zyajem8x54rs4z2whg0f7qal7jtx,tb1p749azls2hc4qc4g8mxl87ldpp0vlr2zyajem8x54rs4z2whg0f7qal7jtx,0.07113408,3.08E-05,205,154,616,5120f54bd17e0abe2a0c5507d9be7f7da10bd9f1a844ecb3b39a951c2a253ae87a7c,0,1,1,0,0,1,826,826,0,0,1
16d1cd2f79f87c2644efd75067d31020ddff7d172e9f73f5f2aad9bbabff03dc,541dd7f639e113482bed4abc37e80d730ba2b52e6c4054eb57a05cfa37a3f89f,tb1pu5k99rt4zden3rpsl4m42nqvg22sm23hy8t02n4wpkwtrfa8hglsd4retm,tb1pu5k99rt4zden3rpsl4m42nqvg22sm23hy8t02n4wpkwtrfa8hglsd4retm,0.02909093,3.08E-05,205,154,616,5120e52c528d751373388c30fd77554c0c42950daa3721d6f54eae0d9cb1a7a7ba3f,0,0,0,0,0,0,2056,2056,0,0,1
